INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
10332	0.979	atemporal	7time1
10998	0.976	temporal	7time1
3751	0.977	temporal	7time1
7764	0.977	atemporal	7time1
9888	0.985	atemporal	7time1
11511	0.992	temporal	7time1
13004	0.98	atemporal	7time1
1269	0.985	atemporal	7time1
13592	0.989	atemporal	7time1
445	0.98	atemporal	7time1
2713	0.983	atemporal	7time1
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
3744	0.986	atemporal	8time1
6524	0.996	atemporal	8time1
864	0.989	atemporal	8time1
13806	0.985	atemporal	8time1
7244	0.989	temporal	8time1
2021	0.987	atemporal	8time1
9896	0.998	atemporal	8time1
5717	0.986	atemporal	8time1
2582	0.99	atemporal	8time1
12733	0.99	atemporal	8time1
14261	0.997	atemporal	8time1
9469	0.99	temporal	8time1
5229	0.986	atemporal	8time1
3025	0.996	atemporal	8time1
3858	0.989	temporal	8time1
8891	0.988	atemporal	8time1
351	0.991	atemporal	8time1
8377	0.988	atemporal	8time1
1080	0.986	atemporal	8time1
9441	0.988	temporal	8time1
10396	0.986	atemporal	8time1
3118	0.989	temporal	8time1
5811	0.991	atemporal	8time1
46	0.993	temporal	8time1
14932	0.993	temporal	8time1
14363	0.99	atemporal	8time1
4768	0.985	atemporal	8time1
13254	0.999	atemporal	8time1
14388	0.986	atemporal	8time1
9609	0.989	temporal	8time1
4571	0.988	temporal	8time1
6035	0.993	atemporal	8time1
7975	0.993	atemporal	8time1
14930	0.987	atemporal	8time1
12356	0.988	temporal	8time1
12575	0.99	temporal	8time1
11555	0.988	temporal	8time1
13652	0.985	atemporal	8time1
9	0.985	atemporal	8time1
9647	0.986	atemporal	8time1
14659	0.992	atemporal	8time1
2834	0.989	atemporal	8time1
9249	0.992	atemporal	8time1
13785	0.994	atemporal	8time1
11342	0.995	atemporal	8time1
12596	0.997	atemporal	8time1
1430	0.994	atemporal	8time1
14582	0.99	atemporal	8time1
13095	0.99	temporal	8time1
8835	0.991	atemporal	8time1
11899	0.987	atemporal	8time1
13798	0.996	atemporal	8time1
13460	0.989	temporal	8time1
10213	0.992	atemporal	8time1
3743	0.986	atemporal	8time1
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
10559	0.995	atemporal	9time1
11458	0.995	atemporal	9time1
192	0.998	atemporal	9time1
9526	0.995	atemporal	9time1
12345	0.995	temporal	9time1
2627	0.997	temporal	9time1
5118	0.993	atemporal	9time1
6571	0.995	temporal	9time1
8782	0.993	atemporal	9time1
7635	0.994	atemporal	9time1
13371	0.993	atemporal	9time1
1960	0.993	atemporal	9time1
8672	0.992	atemporal	9time1
11491	0.995	atemporal	9time1
5321	0.993	atemporal	9time1
7983	0.99	atemporal	9time1
10889	0.994	temporal	9time1
14699	0.994	temporal	9time1
13497	0.992	atemporal	9time1
304	0.99	atemporal	9time1
14775	0.999	atemporal	9time1
10473	0.992	atemporal	9time1
14640	1.0	atemporal	9time1
14734	0.994	atemporal	9time1
13490	0.995	temporal	9time1
916	1.0	temporal	9time1
6848	0.994	atemporal	9time1
9726	0.991	atemporal	9time1
11116	0.992	atemporal	9time1
10810	0.998	atemporal	9time1
5628	0.994	temporal	9time1
1062	0.994	temporal	9time1
4881	1.0	temporal	9time1
8706	0.993	atemporal	9time1
8555	0.999	atemporal	9time1
1486	1.0	atemporal	9time1
11489	0.992	atemporal	9time1
5048	0.99	atemporal	9time1
14225	0.99	atemporal	9time1
4688	0.999	atemporal	9time1
13349	0.989	atemporal	9time1
9991	0.996	temporal	9time1
8065	0.997	temporal	9time1
7118	0.995	atemporal	9time1
5527	0.991	atemporal	9time1
3859	0.994	atemporal	9time1
7544	0.997	atemporal	9time1
14396	0.994	atemporal	9time1
4161	0.991	atemporal	9time1
11214	0.991	atemporal	9time1
7105	0.99	atemporal	9time1
5135	0.99	atemporal	9time1
11211	0.997	atemporal	9time1
1916	0.993	atemporal	9time1
14015	0.992	atemporal	9time1
838	1.0	atemporal	9time1
12477	0.999	atemporal	9time1
10705	0.992	atemporal	9time1
7207	0.997	temporal	9time1
12118	0.996	temporal	9time1
11539	0.997	temporal	9time1
14720	0.997	temporal	9time1
14220	0.991	atemporal	9time1
13706	0.997	atemporal	9time1
2537	0.997	atemporal	9time1
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
288	0.986	atemporal	10time1
4299	0.982	atemporal	10time1
2846	0.98	atemporal	10time1
2801	0.981	atemporal	10time1
6096	0.982	atemporal	10time1
3621	0.995	atemporal	10time1
8614	0.987	atemporal	10time1
3011	0.999	atemporal	10time1
1318	0.984	atemporal	10time1
5879	0.988	atemporal	10time1
6059	0.995	temporal	10time1
5165	0.994	temporal	10time1
6965	1.0	temporal	10time1
857	0.98	atemporal	10time1
4912	0.987	atemporal	10time1
3603	0.993	atemporal	10time1
2680	0.987	atemporal	10time1
4111	0.98	atemporal	10time1
2630	0.995	atemporal	10time1
5186	0.986	atemporal	10time1
4617	1.0	atemporal	10time1
5986	0.994	atemporal	10time1
4283	0.993	temporal	10time1
5740	0.993	atemporal	10time1
2363	0.995	temporal	10time1
1884	0.981	atemporal	10time1
2509	0.99	atemporal	10time1
8560	0.998	atemporal	10time1
455	0.993	atemporal	10time1
248	0.984	atemporal	10time1
939	0.983	atemporal	10time1
6634	0.992	atemporal	10time1
461	0.993	atemporal	10time1
1680	0.994	temporal	10time1
8801	0.99	atemporal	10time1
6640	0.991	atemporal	10time1
6305	0.994	temporal	10time1
5838	0.992	atemporal	10time1
4534	0.99	atemporal	10time1
2003	0.993	temporal	10time1
528	0.994	temporal	10time1
1048	0.993	temporal	10time1
7036	0.997	temporal	10time1
5954	0.98	atemporal	10time1
3636	0.982	atemporal	10time1
6026	0.993	temporal	10time1
3650	0.994	temporal	10time1
2080	0.993	temporal	10time1
6680	0.997	atemporal	10time1
8293	0.986	atemporal	10time1
3131	0.992	atemporal	10time1
235	0.996	atemporal	10time1
5508	0.99	atemporal	10time1
4855	0.984	atemporal	10time1
3409	0.98	atemporal	10time1
3785	0.986	atemporal	10time1
8494	0.989	atemporal	10time1
6235	0.992	atemporal	10time1
1940	0.996	temporal	10time1
7295	0.985	atemporal	10time1
6961	0.993	atemporal	10time1
4727	0.996	atemporal	10time1
3551	0.984	atemporal	10time1
5022	0.994	atemporal	10time1
7543	0.987	atemporal	10time1
6950	0.981	atemporal	10time1
7806	0.992	atemporal	10time1
521	0.988	atemporal	10time1
5738	0.993	temporal	10time1
6212	0.995	temporal	10time1
488	0.982	atemporal	10time1
7469	0.991	atemporal	10time1
2695	0.982	atemporal	10time1
2181	0.998	atemporal	10time1
1415	0.982	atemporal	10time1
550	0.993	temporal	10time1
1729	0.991	atemporal	10time1
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
4064	0.996	atemporal	1time12
708	0.997	temporal	1time12
856	0.995	atemporal	1time12
3710	0.998	atemporal	1time12
8302	0.995	atemporal	1time12
747	0.997	atemporal	1time12
7578	0.996	atemporal	1time12
9801	0.998	atemporal	1time12
10233	0.994	atemporal	1time12
12710	0.995	atemporal	1time12
10522	0.996	temporal	1time12
12608	0.992	atemporal	1time12
4925	0.997	temporal	1time12
7957	0.996	temporal	1time12
13818	0.995	atemporal	1time12
3767	0.994	atemporal	1time12
9221	0.992	atemporal	1time12
5645	1.0	temporal	1time12
7709	0.992	atemporal	1time12
5371	0.996	atemporal	1time12
583	0.994	atemporal	1time12
1965	0.997	temporal	1time12
12885	0.998	atemporal	1time12
1409	0.992	atemporal	1time12
4541	1.0	atemporal	1time12
5597	0.993	atemporal	1time12
8889	0.991	atemporal	1time12
8984	0.997	temporal	1time12
7879	0.992	atemporal	1time12
9206	0.995	atemporal	1time12
6001	0.992	atemporal	1time12
2667	0.995	atemporal	1time12
6419	0.996	temporal	1time12
9191	0.997	temporal	1time12
12321	1.0	temporal	1time12
8605	0.991	atemporal	1time12
4647	0.991	atemporal	1time12
3359	0.994	atemporal	1time12
9574	0.993	atemporal	1time12
11379	1.0	atemporal	1time12
737	1.0	temporal	1time12
13775	0.999	atemporal	1time12
9367	0.999	atemporal	1time12
1718	0.993	atemporal	1time12
2130	0.998	atemporal	1time12
14764	0.994	atemporal	1time12
13340	0.994	atemporal	1time12
9388	0.993	atemporal	1time12
4331	0.992	atemporal	1time12
3642	0.996	temporal	1time12
7012	0.993	atemporal	1time12
12649	0.993	atemporal	1time12
13196	0.993	atemporal	1time12
8650	1.0	temporal	1time12
3353	1.0	temporal	1time12
10854	0.993	atemporal	1time12
14628	0.992	atemporal	1time12
3544	0.994	atemporal	1time12
10277	0.998	atemporal	1time12
7458	0.997	temporal	1time12
9226	0.992	atemporal	1time12
4751	0.993	atemporal	1time12
4507	1.0	temporal	1time12
1082	0.993	atemporal	1time12
6086	0.997	atemporal	1time12
6271	0.996	temporal	1time12
11381	0.997	atemporal	1time12
2378	0.996	atemporal	1time12
2530	1.0	atemporal	1time12
8015	0.994	atemporal	1time12
8635	0.996	temporal	1time12
3956	0.996	atemporal	1time12
11745	0.996	atemporal	1time12
4227	0.992	atemporal	1time12
12836	0.999	atemporal	1time12
14111	0.998	atemporal	1time12
13120	0.997	atemporal	1time12
10873	0.995	atemporal	1time12
5568	0.994	atemporal	1time12
12783	0.998	atemporal	1time12
7278	0.997	temporal	1time12
4086	0.996	temporal	1time12
1103	0.999	atemporal	1time12
14375	0.998	atemporal	1time12
2287	0.993	atemporal	1time12
471	1.0	temporal	1time12
411	0.998	atemporal	1time12
3289	0.996	atemporal	1time12
11037	0.994	atemporal	1time12
405	0.992	atemporal	1time12
5863	0.993	atemporal	1time12
3388	0.999	atemporal	1time12
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
6270	0.997	temporal	2time12
9916	0.992	atemporal	2time12
3990	0.993	atemporal	2time12
3069	0.991	atemporal	2time12
13182	0.997	temporal	2time12
4800	0.995	atemporal	2time12
13620	0.997	temporal	2time12
3632	0.994	atemporal	2time12
6411	0.99	atemporal	2time12
12314	0.997	temporal	2time12
6895	1.0	temporal	2time12
10023	0.998	atemporal	2time12
1978	0.992	atemporal	2time12
3579	0.992	atemporal	2time12
2452	0.992	atemporal	2time12
7733	0.991	atemporal	2time12
13417	0.997	atemporal	2time12
8123	0.993	atemporal	2time12
11468	0.99	atemporal	2time12
7550	0.997	atemporal	2time12
14594	0.997	temporal	2time12
10706	1.0	temporal	2time12
10095	0.991	atemporal	2time12
560	0.996	atemporal	2time12
5302	0.996	atemporal	2time12
2247	0.998	atemporal	2time12
9818	0.999	atemporal	2time12
1061	0.995	atemporal	2time12
8471	0.993	atemporal	2time12
184	0.993	atemporal	2time12
14539	1.0	temporal	2time12
3044	0.995	atemporal	2time12
12518	0.996	atemporal	2time12
3852	0.992	atemporal	2time12
9278	0.996	atemporal	2time12
5979	0.993	atemporal	2time12
209	0.997	atemporal	2time12
3407	0.993	atemporal	2time12
13285	1.0	atemporal	2time12
12628	0.996	atemporal	2time12
8863	0.99	atemporal	2time12
112	0.998	atemporal	2time12
3901	0.997	temporal	2time12
10921	0.998	atemporal	2time12
3718	0.996	atemporal	2time12
10129	0.997	temporal	2time12
2643	0.996	atemporal	2time12
10415	1.0	temporal	2time12
3202	0.997	temporal	2time12
13724	0.996	atemporal	2time12
11767	0.994	atemporal	2time12
3866	0.997	atemporal	2time12
7484	0.994	atemporal	2time12
13422	0.993	atemporal	2time12
13462	0.996	atemporal	2time12
2935	0.99	atemporal	2time12
13080	1.0	atemporal	2time12
6157	0.997	temporal	2time12
12189	1.0	atemporal	2time12
2900	0.997	atemporal	2time12
8402	0.999	atemporal	2time12
3494	1.0	atemporal	2time12
10390	0.991	atemporal	2time12
10571	0.997	atemporal	2time12
8205	0.998	atemporal	2time12
9149	0.996	atemporal	2time12
9643	0.997	temporal	2time12
7885	1.0	atemporal	2time12
13252	0.999	atemporal	2time12
5011	0.994	atemporal	2time12
4151	0.995	atemporal	2time12
9140	0.997	temporal	2time12
1814	0.99	atemporal	2time12
602	0.993	atemporal	2time12
7564	0.997	atemporal	2time12
8100	0.997	temporal	2time12
8215	0.992	atemporal	2time12
2214	0.993	atemporal	2time12
6433	0.997	temporal	2time12
10666	0.995	atemporal	2time12
7926	0.997	atemporal	2time12
6444	0.999	atemporal	2time12
13832	0.997	temporal	2time12
10581	0.997	atemporal	2time12
2516	0.993	atemporal	2time12
7964	0.996	atemporal	2time12
2431	0.992	atemporal	2time12
6937	1.0	temporal	2time12
1556	0.997	atemporal	2time12
9122	0.996	atemporal	2time12
13692	0.997	temporal	2time12
11288	0.991	atemporal	2time12
1402	0.993	atemporal	2time12
11728	0.997	temporal	2time12
12988	0.997	temporal	2time12
13484	0.998	atemporal	2time12
2709	0.993	atemporal	2time12
14990	1.0	temporal	2time12
14256	0.997	atemporal	2time12
2885	0.997	temporal	2time12
11956	0.991	atemporal	2time12
773	0.997	atemporal	2time12
14397	0.991	atemporal	2time12
4033	0.993	atemporal	2time12
6357	0.998	atemporal	2time12
5690	0.991	atemporal	2time12
4417	0.991	atemporal	2time12
4435	0.999	atemporal	2time12
955	0.991	atemporal	2time12
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
10112	0.994	atemporal	3time12
13116	0.988	atemporal	3time12
14585	0.993	atemporal	3time12
726	0.993	atemporal	3time12
4624	0.989	atemporal	3time12
13954	0.996	atemporal	3time12
7018	0.994	atemporal	3time12
2367	1.0	temporal	3time12
12243	1.0	temporal	3time12
13313	0.996	atemporal	3time12
4763	0.991	atemporal	3time12
9909	0.993	atemporal	3time12
5809	0.988	atemporal	3time12
8385	1.0	temporal	3time12
6430	0.993	atemporal	3time12
11362	0.987	atemporal	3time12
10376	0.992	atemporal	3time12
11349	0.989	atemporal	3time12
14015	0.999	atemporal	3time12
5036	0.998	atemporal	3time12
37	0.993	atemporal	3time12
3904	0.994	atemporal	3time12
8751	0.99	atemporal	3time12
3604	0.997	atemporal	3time12
12746	0.999	atemporal	3time12
2377	0.991	atemporal	3time12
1333	1.0	temporal	3time12
5012	0.998	atemporal	3time12
10531	1.0	temporal	3time12
180	0.992	atemporal	3time12
10141	0.995	atemporal	3time12
5150	0.989	atemporal	3time12
2683	1.0	temporal	3time12
13874	0.996	atemporal	3time12
14650	0.992	atemporal	3time12
11539	0.988	atemporal	3time12
3152	0.989	atemporal	3time12
421	1.0	temporal	3time12
4219	0.998	atemporal	3time12
2807	1.0	temporal	3time12
11024	0.99	atemporal	3time12
11756	0.987	atemporal	3time12
7806	0.989	atemporal	3time12
4545	0.998	atemporal	3time12
57	0.998	atemporal	3time12
11102	0.994	atemporal	3time12
2690	1.0	temporal	3time12
12853	0.993	atemporal	3time12
8022	0.991	atemporal	3time12
1282	1.0	temporal	3time12
3518	1.0	temporal	3time12
5497	1.0	temporal	3time12
9181	0.99	atemporal	3time12
13912	0.992	atemporal	3time12
13427	0.999	atemporal	3time12
3874	1.0	temporal	3time12
8238	0.995	atemporal	3time12
358	0.987	atemporal	3time12
10785	0.993	atemporal	3time12
9570	0.993	atemporal	3time12
3340	0.999	atemporal	3time12
4408	0.995	atemporal	3time12
13886	0.997	atemporal	3time12
8440	0.994	atemporal	3time12
2587	1.0	temporal	3time12
12558	0.988	atemporal	3time12
11030	0.993	atemporal	3time12
2182	0.994	atemporal	3time12
14108	0.992	atemporal	3time12
6474	0.988	atemporal	3time12
196	0.99	atemporal	3time12
7667	1.0	temporal	3time12
7934	0.995	atemporal	3time12
4132	1.0	atemporal	3time12
6509	1.0	temporal	3time12
10693	0.992	atemporal	3time12
631	1.0	temporal	3time12
2069	0.989	atemporal	3time12
9303	0.995	atemporal	3time12
681	0.999	atemporal	3time12
9892	1.0	temporal	3time12
8141	0.996	atemporal	3time12
7166	1.0	temporal	3time12
12755	0.999	atemporal	3time12
7525	0.994	atemporal	3time12
11713	0.991	atemporal	3time12
10134	0.988	atemporal	3time12
796	0.996	atemporal	3time12
6229	0.99	atemporal	3time12
7117	0.989	atemporal	3time12
8593	0.999	atemporal	3time12
10109	0.994	atemporal	3time12
828	0.991	atemporal	3time12
12703	0.999	atemporal	3time12
4580	0.987	atemporal	3time12
13740	1.0	temporal	3time12
5545	0.998	atemporal	3time12
2406	0.998	atemporal	3time12
3358	1.0	temporal	3time12
8187	1.0	temporal	3time12
11127	0.991	atemporal	3time12
6042	0.993	atemporal	3time12
6681	0.991	atemporal	3time12
9857	0.995	atemporal	3time12
10937	1.0	temporal	3time12
6789	0.992	atemporal	3time12
1964	0.998	atemporal	3time12
4970	0.99	atemporal	3time12
4278	1.0	atemporal	3time12
14488	0.996	atemporal	3time12
8869	1.0	temporal	3time12
2447	1.0	temporal	3time12
3966	1.0	temporal	3time12
4382	0.996	atemporal	3time12
9154	0.998	atemporal	3time12
3080	0.993	atemporal	3time12
9844	0.993	atemporal	3time12
14018	0.995	atemporal	3time12
2056	0.991	atemporal	3time12
7012	1.0	temporal	3time12
232	0.994	atemporal	3time12
7984	1.0	temporal	3time12
5476	0.988	atemporal	3time12
12789	0.994	atemporal	3time12
10638	0.994	atemporal	3time12
623	0.993	atemporal	3time12
14559	0.997	atemporal	3time12
4160	0.989	atemporal	3time12
9894	0.988	atemporal	3time12
2517	0.988	atemporal	3time12
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
13041	1.0	temporal	4time12
1812	0.988	atemporal	4time12
6758	0.991	atemporal	4time12
9589	0.998	atemporal	4time12
11316	1.0	temporal	4time12
5238	0.995	atemporal	4time12
8106	0.996	atemporal	4time12
5819	0.993	atemporal	4time12
8501	0.998	atemporal	4time12
3423	0.992	atemporal	4time12
1923	0.996	atemporal	4time12
14315	0.996	atemporal	4time12
9134	0.993	atemporal	4time12
7351	0.988	atemporal	4time12
3696	0.999	atemporal	4time12
11290	0.99	atemporal	4time12
3006	0.988	atemporal	4time12
1378	0.994	atemporal	4time12
12605	0.992	atemporal	4time12
10075	1.0	atemporal	4time12
3105	1.0	temporal	4time12
7863	0.993	atemporal	4time12
4746	0.99	atemporal	4time12
2777	0.993	atemporal	4time12
10957	0.995	atemporal	4time12
10329	1.0	atemporal	4time12
3484	0.989	atemporal	4time12
9717	0.995	atemporal	4time12
4563	1.0	temporal	4time12
14291	1.0	temporal	4time12
4238	0.989	atemporal	4time12
12273	1.0	temporal	4time12
9213	0.992	atemporal	4time12
14650	1.0	temporal	4time12
576	0.996	atemporal	4time12
5868	0.988	atemporal	4time12
6422	0.997	atemporal	4time12
1227	1.0	temporal	4time12
10486	1.0	temporal	4time12
11259	0.995	atemporal	4time12
6947	0.997	atemporal	4time12
1849	0.995	atemporal	4time12
9530	0.996	atemporal	4time12
741	0.994	atemporal	4time12
7838	0.997	atemporal	4time12
6412	1.0	temporal	4time12
4837	1.0	temporal	4time12
3647	1.0	atemporal	4time12
11486	0.992	atemporal	4time12
14383	0.99	atemporal	4time12
1500	1.0	atemporal	4time12
3430	1.0	temporal	4time12
14391	1.0	temporal	4time12
10780	1.0	temporal	4time12
256	0.995	atemporal	4time12
8159	0.991	atemporal	4time12
3947	0.99	atemporal	4time12
1257	0.997	atemporal	4time12
10520	1.0	temporal	4time12
14550	0.988	atemporal	4time12
8646	0.994	atemporal	4time12
12693	0.991	atemporal	4time12
13822	1.0	temporal	4time12
5459	0.999	atemporal	4time12
5583	0.997	atemporal	4time12
12768	0.999	atemporal	4time12
12821	1.0	temporal	4time12
12332	0.989	atemporal	4time12
13627	0.996	atemporal	4time12
7942	1.0	temporal	4time12
10304	0.992	atemporal	4time12
3311	0.991	atemporal	4time12
68	0.998	atemporal	4time12
14401	0.999	atemporal	4time12
7583	0.989	atemporal	4time12
5126	0.999	atemporal	4time12
13526	0.994	atemporal	4time12
9725	1.0	temporal	4time12
4490	0.992	atemporal	4time12
9068	0.997	atemporal	4time12
2149	0.989	atemporal	4time12
5718	0.999	atemporal	4time12
2954	0.989	atemporal	4time12
14569	0.995	atemporal	4time12
7280	0.993	atemporal	4time12
8821	0.992	atemporal	4time12
385	0.994	atemporal	4time12
13231	0.997	atemporal	4time12
11645	0.998	atemporal	4time12
3225	0.995	atemporal	4time12
6322	1.0	atemporal	4time12
1721	0.99	atemporal	4time12
12902	0.995	atemporal	4time12
10164	0.991	atemporal	4time12
3364	1.0	temporal	4time12
938	0.989	atemporal	4time12
4861	1.0	temporal	4time12
7782	1.0	atemporal	4time12
3684	0.99	atemporal	4time12
7469	0.999	atemporal	4time12
3664	0.989	atemporal	4time12
12975	0.991	atemporal	4time12
10018	0.997	atemporal	4time12
6837	0.996	atemporal	4time12
8457	1.0	temporal	4time12
9457	0.995	atemporal	4time12
11731	0.991	atemporal	4time12
225	1.0	temporal	4time12
2517	0.994	atemporal	4time12
11193	0.995	atemporal	4time12
4137	0.997	atemporal	4time12
4220	0.995	atemporal	4time12
12511	1.0	temporal	4time12
8895	0.99	atemporal	4time12
12093	0.999	atemporal	4time12
8360	0.998	atemporal	4time12
7421	1.0	temporal	4time12
2015	0.988	atemporal	4time12
3683	0.992	atemporal	4time12
6800	0.995	atemporal	4time12
5225	0.991	atemporal	4time12
6032	1.0	temporal	4time12
9664	1.0	temporal	4time12
11311	0.995	atemporal	4time12
4630	0.997	atemporal	4time12
10311	0.994	atemporal	4time12
5484	0.989	atemporal	4time12
10948	0.989	atemporal	4time12
14757	1.0	temporal	4time12
9789	0.991	atemporal	4time12
